variable,problema,valor,frecuencia
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO NACIONAL DIVERSIFICADO VESPERTINO  ROMULO GALLEGOS FREIRE  CON ORIENTACION COMERCIAL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  CAB GUATEMALA,1
ESTABLECIMIENTO,espacios multiples internos,"CENTRO  EDUCATIVO  PRIVADO  MIXTO  ""MONTE HOREB""",1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  PASOS  EXTRAORDINARIOS,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  LEHNSEN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  ROSEMONT,1
ESTABLECIMIENTO,espacios multiples internos,ACADEMIA DE ESTUDIOS AVANZADOS  F-15,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MIXTO NOCTURNO  FLAVIO HERRERA,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO  "" BETHANIA """,1
ESTABLECIMIENTO,espacios multiples internos,LICEO MIXTO  TECNICAS INTEGRALES,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  CIENCIA Y ARTE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  SANTA ELISA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO BILINGUE  VISTA HERMOSA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO  INGLES AMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  VALLE VERDE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  AMERICANO DE GUATEMALA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  POOLE TRENNERT,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  SINIBALDI,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO EVANGELICO  AMERICA LATINA  (CURSOS DE EXTENSION),1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO GUATEMALA DE LA  ASUNCIÓN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO CENTRO EDUCATIVO JUVENIL  SUPERACION,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  PRACTICO CIENTIFICO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO TECNICO LABORAL  KINAL,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO TECNICO VOCACIONAL  CENTRO AMERICANO BILINGUE,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO CRISTIANO PEDAGOGICO DE EDUCACION MUSICAL  ALFREDO COLOM,1
ESTABLECIMIENTO,espacios multiples internos,LICEO MIXTO  ALBERT EINSTEIN  (POR MADUREZ),1
ESTABLECIMIENTO,espacios multiples internos,"CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX  "" EDUCANDO MI PAÍS """,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO ""  BETHANIA """,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  FEDERICO VON HAYEK,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO FRANCES  JULIO VERNE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MONTE CARMELO,1
ESTABLECIMIENTO,espacios multiples internos,LICEO MIXTO TECNICO EN COMPUTACION  SENDA 2000,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  MARÍA DE FÁTIMA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO  SAN JUAN,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PARTICULAR MIXTO  RODOLFO GALEOTTI TORRES,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  COLEGIO ADVENTISTA EL PROGRESO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO PARA ADULTOS  AHALCAB,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  FRANCES AMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  JOHANNES PAVLVS  II,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  IBERO GUATEMALTECO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE ESTUDIOS TECNOLOGICOS  TECNO PRO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE EDUCACION DIVERSIFICADA  COLEGIO INTEGRAL FEMENINO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO NACIONAL  CENTRAL PARA VARONES,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO PARTICULAR PARA SEÑORITAS  ""NUESTRA  SEÑORA DEL CARMEN""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO CRISTIANO  NUEVA JERUSALEN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MIXTO SAN  PEDRO  DAMIAN,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO  2,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO ESCOLAR CRISTIANO  LA FUERZA PROFESIONAL DEL FUTURO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO  NUESTRA CULTURA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MIXTO  GUATEMALTECO ISRAELI,1
ESTABLECIMIENTO,espacios multiples internos,"CENTRO EDUCATIVO CRISTIANO  ""FUENTE DE VIDA""",1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO  INDIRA GANDHI,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO Y ACADEMIA  HALDA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  NUESTRA SEÑORA DE LOS ANGELES  (SANTA ELISA),1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PROFESIONAL AMERICANO  ROBERT GREGG,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DIVERSIFICADO ADSCRITO AL INSTITUTO EXPERIMENTAL DE EDUCACION MEDIA  SIMON BOLIVAR,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO CATOLICO PARTICULAR MIXTO  PADRE GABRIEL PEÑATE RODRIGUEZ,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO PRIVADO MIXTO  EL ROSARIO,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO DIVERSIFICADO POR  COOPERATIVA ""SAN AGUSTIN ACASAGUASTLAN""",1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL  DE EL PASO DE LOS JALAPAS,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DIVERSIFICADO  MIRNA MACK,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO BILINGUE DE COMPUTACION C.B.C.  EL CARMEN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO BILINGUE DE COMPUTACION C.B.C  EL CARMEN,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE EDUCACION A DISTANCIA  LA ESCUELA EN SU CASA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  LICEO LAFAYETTE,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  LIC. EMILIO ARENALES CATALAN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO BILINGUE  LAS AMERICAS,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA TECNICO  MARCO POLO,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  TÉCNICO  VOCACIONAL  GALILEI,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO  EDUCATIVO  ""LICDA. KIMBERLY  MAZARIEGOS  ENRÍQUEZ  NO. 1""",1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO  EDUCATIVO "" LICDA.  KIMBERLY  MAZARIEGOS  ENRÍQUEZ NO. 2""",1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY  MAZARIEGOS ENRIQUEZ NO. 3""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO BILINGUE  GOODMAN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  VON HUMBOLDT,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  INTERAMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,INED  INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO DE COMPUTACION  BLAISE PASCAL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO BILINGUE  NUEVO AMANECER,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  SAN ANGEL  (BACHILLERATO POR MADUREZ),1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MIXTO PRIVADO  JOSE ERNESTO MONZON,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO EN COMPUTACION  MILENIUM,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO TECNICO COMERCIAL  NAHUALA,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO JUVENIL BAUTISTA  SHALOM,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  TÉCNICO VOCACIONAL GALILEI,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE FORMACION PROFESIONAL PARA LA MUJER  JUNKABAL,1
ESTABLECIMIENTO,espacios multiples internos,ESCUELA PRIVADA CRISTIANA  VIDA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MADRE TERESA DE JESUS,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO EVANGELICO MIXTO  FRANCISCO G. PENZOTTI  (POR MADUREZ),1
ESTABLECIMIENTO,espacios multiples internos,ESCUELA PROFESIONAL  SAN VICENTE DE PAUL,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE ESTUDIOS DIVERSIFICADOS  -CED-,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO CENTRO PEDAGOGICO  EL VALLE,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  PRACTICO MODERNO  (POR MADUREZ),1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  FRANCISCO MARROQUIN,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  JIREH,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE DIVERSIFICADO  LICEO CRISTIANO CANTARES,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE ESTUDIOS DIVERSIFICADOS  DR. ALEJANDRO FLEMING,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO  BROWN S,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA ESCUELA NORMAL  JUANA DE ARCO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA ACADEMIA DE EDUCACION FEMENIÑA  EL HOGAR,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA  GUATEMALTECO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  SAGRADO CORAZON DE JESUS,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO PRIVADO  ENRIQUE NOVELLA ALVARADO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA  CENTRO EDUCATIVO ESPAÑOL,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO  MIXTO ""SAN FERNANDO""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  LOS ALAMOS DE AMERICA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  UXMAL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  IMB-PC,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  HISPANO GUATEMALTECO FINDE,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO TÉCNICO  CIENCIAS INDUSTRIALES,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PARTICULAR MIXTO  DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO DE FORMACIÓN Y DESARROLLO  CON COMPUTACIÓN RALIAN,1
ESTABLECIMIENTO,espacios multiples internos,CORPORACIÓN DEL LICEO  EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA  Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MIXTO PRIVADO DIVERSIFICADO POR MADUREZ  SUPERACION INTEGRAL,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ  SANSARE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  EL ROSARIO,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO NACIONAL DE  BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ  ""SALOMON ALVAREZ ANDRADE""",1
ESTABLECIMIENTO,espacios multiples internos,LICEO EVANGELICO DEL NIVEL MEDIO CON ORIENTACION CIENTIFICA  NAZARETH,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO OFICIAL MIXTO DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ  PALMERAS,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO INTEGRAL GLO-A-MIEL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO PARTICULAR  MIXTO SAGRADO CORAZÓN,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA  Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO PARTICULAR MIXTO  ESCUINTLECO BILINGÜE,1
ESTABLECIMIENTO,espacios multiples internos,ESCUELA NACIONAL MIXTA NOCTURNA DE  CIENCIAS COMERCIALES,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  CONTINENTAL AMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA  LA ESTANCIA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO BELLO AMANECER  2,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO PARTICULAR  MIXTO  ""ISTMANIA""",1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO MUNICIPAL DE BACHILLERATO EN COMPUTACIÓN CON ORIENTACIÓN COMERCIAL  ""COLONIA MAYA""",1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE EDUCACIÓN  DE ADULTOS BUGANVILIA,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO PRIVADO MIXTO  ""BENDICIÓN DEL SABER""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  LA LIBERTAD,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO   EDUCATIVO  PAULO  NEVES   FREIRE,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  CRISTIANO  FRATER  SEDE  SAN  CRISTOBAL,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO   CRISTIANO  INTEGRAL   DE  MÚSICA,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO   EDUCATIVO  SANTANDER    DE   MIXCO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO   EDUCATIVO  SAN  JOSÉ,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO   TECNOLOGICO  DOCTOR    THEO   BLOEM,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  JUAN  PABLO  II,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO DE EDUCACIÓN MEDIA, CICLO DIVERSIFICADO  POR COOPERATIVA   DE ENSEÑANZA  ""PRIMERO DE MAYO""",1
ESTABLECIMIENTO,espacios multiples internos,"CENTRO PEDAGÓGICO  ""GUATEMALA""",1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA  POR MADUREZ Y DIVERSIFICADO.,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y  DIVERSIFICADO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO DE CIENCIAS COMERCIALES  SAN JOSE,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  ALPHA Y OMEGA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  POPOL VUH,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE ESTUDIOS  TECNICO JUVENIL EDUCATIVO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO   PAULO  NEVES  FREIRE,1
ESTABLECIMIENTO,espacios multiples internos,LICEO TECNOLÓGICO PROFESIONAL DE  PALENCIA,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO VISIONARIO  ""J.P. II""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO PARROQUIAL NOCTURNO  SAN CRISTOBAL,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  CRISTIANO BILINGÜE SANTIDAD Y PODER,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  CRISTIANO BILINGUE SANTIDAD Y PODER,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO EVANGELICO  ELIM,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE COMPUTACION  INFORMATICA  ICI.,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO ADVENTISTA  ""ENMANUEL""",1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  FE Y  ALEGRIA  NO. 2,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO  MIXTO  INTERCULTURAL  SANTIAGO,1
ESTABLECIMIENTO,espacios multiples internos,ESCUELA PARTICULAR EXPERIMENTAL CRISTIANA  EL VERBO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO INTERNACIONAL  MONTESSORI,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MADRE DEL DIVINO PASTOR,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE EDUCACIÒN DIVERSIFICADA SUBSIDIADO POR LA MUNICIPALIDAD DE  SAN JOSE PINULA,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO INTEGRAL  EL SABER,1
ESTABLECIMIENTO,espacios multiples internos,"LICEO  PREUNIVERSITARIO ""INTEGRAL GUATEMALTECO EMPRESARIAL""",1
ESTABLECIMIENTO,espacios multiples internos,"""CENTRO  DE  EDUCACIÓN  EXTRAESCOLAR -CEEX- DEPARTAMENTAL""",1
ESTABLECIMIENTO,espacios multiples internos,"LICEO  MIXTO  BILINGÜE  ""MILENIO   AMERICANO""",1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO  MIXTO  ""EL  MANANTIAL""",1
ESTABLECIMIENTO,espacios multiples internos,LICEO  SANTANDER,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  IRLANDÉS,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO CRISTIANO  JERUSALEM,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE EDUCACIÓN A DISTANCIA  ESCOLARIS,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MIXTO  SUPÉRATE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TÉCNICO SECRETARIAL  SAN AGUSTÍN,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  VALLADOLID DE  GUATEMALA,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE FORMACION EXTRAESCOLAR RUK'U'X  NA'OJ,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TECNOLOGICO  MODERNO   VYGOTSKI,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TECNOLOGICO  MODERNO  VYGOTSKI,1
ESTABLECIMIENTO,espacios multiples internos,LICEO CRISTIANO  BALUARTE  PREUNIVERSITARIO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO   PRACBIL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  CRISTIANO  ESTRELLA  DE  DAVID,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE EDUCACIÓN  BÁSICA DOCTOR  THEO  BLOEM,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO   MIXTO   FORJADOR  DE  JUVENTUDES,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  BILINGUE   EL  PINAR,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  INTEGRAL  EDUCATIVO  SAN FRANCISCO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO   DE  APRENDIZAJE  BILINGUE  NO.  1,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  INTEGRAL   EDUCATIVO  SAN  FRANCISCO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  INTEGRAL  EDUCATIVO   SAN   FRANCISCO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  PIRAMIDE,1
ESTABLECIMIENTO,espacios multiples internos,TEACHER  TRAINING  CENTER - TTC-MANITAS  A L A  OBRA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  BROWN'S,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO   IMB-PC,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  BILINGÚE  EDÚCATE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MIXTO  SAN  FRANCISCO,1
ESTABLECIMIENTO,espacios multiples internos,LICEO   TECNICO  INTERAMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  TECNICO  INTERAMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE  EDUCACIÓN  BASICA  DOCTOR  THEO  BLOEM,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  MONTE REAL,1
ESTABLECIMIENTO,espacios multiples internos,LICEO MIXTO  EL PORVENIR,1
ESTABLECIMIENTO,espacios multiples internos,"INSTITUTO DE ESTUDIOS AVANZADOS  SUGER MONTANO, EL CORTIJO",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  CATOLICO LOS OLIVOS,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE TEOLOGIA Y CIENCIAS SOCIALES  MONSEÑOR ANGELICO MELOTTO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO CRISTIANO  JARDIN DEL EDEN,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO  LA VID,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  MARIA INMACULADA,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  ESPAÑOL AMERICANO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE DESARROLLO EDUCATIVO  SAN JOSE,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MADRID,1
ESTABLECIMIENTO,espacios multiples internos,"LICEO MIXTO EN COMPUTACION  ""MONTELIMAR NO.2""",1
ESTABLECIMIENTO,espacios multiples internos,LICEO  CIENTIFICO EN COMPUTACION,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ  GUATEMALTECO HOLANDES,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO TECNICO COMERCIAL  ORION,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO  ESTANCIA DE LA VIRGEN,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  DE  EDUCACIÓN  A DISTANCIA  ESCOLARIS,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO   SANTANDER   DE   MIXCO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO DE EDUCACIÓN EXTRAESCOLAR  -CEEX-  ASOCIACIÓN FUTURO PARA TODOS,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO INTEGRAL  EDUCATIVO  SAN FRANCISCO,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  APOYATE  EN  MÍ,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  APÓYATE  EN  MÍ,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  ACADEMIA  DE NIÑOS,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO MIXTO   SAN JUAN BOSCO,1
ESTABLECIMIENTO,espacios multiples internos,"PROGRAMA  NACIONAL DE EDUCACIÓN ALTERNATIVA ,  PRONEA",1
ESTABLECIMIENTO,espacios multiples internos,"""COLEGIO  PREPARATORIA  UNIFICADA""",1
ESTABLECIMIENTO,espacios multiples internos,CENTRO EDUCATIVO  HANDS  AT  WORK  HOMESCHOOL,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  BILINGÜE  EL  CASTAÑO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TÉCNICO  EN INFORMÁTICA,1
ESTABLECIMIENTO,espacios multiples internos,LICEO  DEL  BOSQUE,1
ESTABLECIMIENTO,espacios multiples internos,"COLEGIO  SAN  ANTONIO  DE  PADUA  ""PROTECTOR DE LA JUVENTUD""",1
ESTABLECIMIENTO,espacios multiples internos,"LICEO  EDUCATIVO  MIXTO  ""SPENCER""",1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  MIXTO   EL  BUEN  PASTOR,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  EDUCATIVO  PROFESIONAL   INTEGRAL (CEPROIN),1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  BILINGUE  BETHEL,1
ESTABLECIMIENTO,espacios multiples internos,CENTRO  DE EDUCACIÓN EXTRAESCOLAR CEEX  INNOVADORES DE ÉXITO,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO INTEGRAL  MIXTO  BELLO  AMANECER,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TECNOLOGICO  GUATEMALTECO EDU,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  TECNOLOGICO  GUATEMALTECO  EDU,1
ESTABLECIMIENTO,espacios multiples internos,LICEO MIXTO EN COMPUTACION  MONTELIMAR NO.2,1
ESTABLECIMIENTO,espacios multiples internos,INED  INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA JORNADA VESPERTINA,1
ESTABLECIMIENTO,espacios multiples internos,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA FRAIJANES  I.M.E.D. FRAIJANES,1
ESTABLECIMIENTO,espacios multiples internos,COLEGIO  PRIVADO  MIXTO  LA  LUZ,1
