variable,problema,valor,frecuencia
TELEFONO,telefono fuera de formato (no son 8 digitos),66206263-79420025,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2223228,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2232379,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2220-1723,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"2868188, 2069210",1
TELEFONO,telefono fuera de formato (no son 8 digitos),22327654-22306279,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22211863-22211864,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"2541037, 2541191",1
TELEFONO,telefono fuera de formato (no son 8 digitos),55081344-57089673,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22881328  7089673,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2267425,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22517920-22518076,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24712407-24720315,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22321385-22323734,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4712407-4720315,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22791315-16,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22894824-22881328,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5899624,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"2892091,2890382",1
TELEFONO,telefono fuera de formato (no son 8 digitos),2250522,1
TELEFONO,telefono fuera de formato (no son 8 digitos),736617 Y 714495,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4738493-4739588,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5974265 FAX 5974263,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"4751244, 4751249",1
TELEFONO,telefono fuera de formato (no son 8 digitos),"4739888, 4738983",1
TELEFONO,telefono fuera de formato (no son 8 digitos),"25763, 26725 Y 21568",1
TELEFONO,telefono fuera de formato (no son 8 digitos),2232068,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2329664-2500774,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"2532566,2329566",1
TELEFONO,telefono fuera de formato (no son 8 digitos),238-4283/2384284,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22205283  2500774,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2380864-2500509,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"22207754, 22207755",1
TELEFONO,telefono fuera de formato (no son 8 digitos),2517748-2384159,1
TELEFONO,telefono fuera de formato (no son 8 digitos),232-1011 y 251-6422,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77238200/58540260,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78392709-78396701-78396702,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4085613,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78208583-78209143,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78391288-78392217,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78391332-78395850-78395997,1
TELEFONO,telefono fuera de formato (no son 8 digitos),783928,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79649696-78739432,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"331-2247,332-4301 FAX 331-2247",1
TELEFONO,telefono fuera de formato (no son 8 digitos),22692279-23314041,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"24712442, 24404722",1
TELEFONO,telefono fuera de formato (no son 8 digitos),24712775-24405941,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4764442/43/38/30,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24731585-24745554,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23335736 AL 40,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23667821-22,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"332-6696,362-9070,3629060",1
TELEFONO,telefono fuera de formato (no son 8 digitos),3326696 3629070 3629060,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23680906-5,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23605238-54,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23393249-50,1
TELEFONO,telefono fuera de formato (no son 8 digitos),3615861,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4360630-4360637,1
TELEFONO,telefono fuera de formato (no son 8 digitos),439990 ESTX. 225-250,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"24355424, 24314311",1
TELEFONO,telefono fuera de formato (no son 8 digitos),24392740-24392745-24311017,1
TELEFONO,telefono fuera de formato (no son 8 digitos),41349750-54182377,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7776400,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78803107-78803096,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78880429-78880419,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78895329-78895332,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24720829-24720004,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5972296-5926180,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22868188-52069210,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7945177,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23606627-28,1
TELEFONO,telefono fuera de formato (no son 8 digitos),3680708-3371824,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22560465-22560465,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"22852203, 22852205",1
TELEFONO,telefono fuera de formato (no son 8 digitos),24720151-3,1
TELEFONO,telefono fuera de formato (no son 8 digitos),499116237,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2437011,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24366554-55,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24333306-24342926,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24796595-96,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"5987951, 3088873",1
TELEFONO,telefono fuera de formato (no son 8 digitos),22505,1
TELEFONO,telefono fuera de formato (no son 8 digitos),225052,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24374353  55980275,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"55987951, 53088873",1
TELEFONO,telefono fuera de formato (no son 8 digitos),2981765-4831240,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24854408-24854398,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24831196-97,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24345193 24361224,1
TELEFONO,telefono fuera de formato (no son 8 digitos),2485-4989,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24314989-24310955,1
TELEFONO,telefono fuera de formato (no son 8 digitos),24431649-24431650,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66302972-57250943-55017662,1
TELEFONO,telefono fuera de formato (no son 8 digitos),55985805   56929038,1
TELEFONO,telefono fuera de formato (no son 8 digitos),50160791-54845435,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66771152-56,1
TELEFONO,telefono fuera de formato (no son 8 digitos),52187388-47698840,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23661344-23661600,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66420121-66420111,1
TELEFONO,telefono fuera de formato (no son 8 digitos),53060148  52192093,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5200537,1
TELEFONO,telefono fuera de formato (no son 8 digitos),22898990-22868990,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4215928,1
TELEFONO,telefono fuera de formato (no son 8 digitos),54937809-53096866,1
TELEFONO,telefono fuera de formato (no son 8 digitos),3033,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79252112-79253509,1
TELEFONO,telefono fuera de formato (no son 8 digitos),23680708-23371824,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66355887-66312603,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66596063-66357276,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"66593584, 53062816",1
TELEFONO,telefono fuera de formato (no son 8 digitos),4432004  4430917,1
TELEFONO,telefono fuera de formato (no son 8 digitos),6292082  6293622,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66313297-58964749,1
TELEFONO,telefono fuera de formato (no son 8 digitos),6361145- 6310279,1
TELEFONO,telefono fuera de formato (no son 8 digitos),6636790,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66532206-66353256,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66330748-52179627,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5510177,1
TELEFONO,telefono fuera de formato (no son 8 digitos),52936124-79481614,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79484391-41051885,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7660201-7660149,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79524680-59864686,1
TELEFONO,telefono fuera de formato (no son 8 digitos),40,1
TELEFONO,telefono fuera de formato (no son 8 digitos),31089418-53230377,1
TELEFONO,telefono fuera de formato (no son 8 digitos),56253613-78209540,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5388633,1
TELEFONO,telefono fuera de formato (no son 8 digitos),53886336-53886336,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79479407-77566525,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79224958-79223033,1
TELEFONO,telefono fuera de formato (no son 8 digitos),79480009-2018,1
TELEFONO,telefono fuera de formato (no son 8 digitos),57362216-79476691,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7846520,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5466347,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4167076,1
TELEFONO,telefono fuera de formato (no son 8 digitos),3127247,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77632533-77632581,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77660002-53495743,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5180422,1
TELEFONO,telefono fuera de formato (no son 8 digitos),57 47546,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7631022-7615248,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5732448,1
TELEFONO,telefono fuera de formato (no son 8 digitos),66502390  65864538,1
TELEFONO,telefono fuera de formato (no son 8 digitos),31193946-46843572,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78326590-40441097,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77635371-31281299,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"7618119, 7619218",1
TELEFONO,telefono fuera de formato (no son 8 digitos),7674631-7635139,1
TELEFONO,telefono fuera de formato (no son 8 digitos),"78320432, 78327352",1
TELEFONO,telefono fuera de formato (no son 8 digitos),52660000-78323083,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78325262-78321201,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5460084,1
TELEFONO,telefono fuera de formato (no son 8 digitos),43521,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77609431-53012737,1
TELEFONO,telefono fuera de formato (no son 8 digitos),574479,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78322410-78323310,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78850105-53334877,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77621113-77621019,1
TELEFONO,telefono fuera de formato (no son 8 digitos),515916,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7872316,1
TELEFONO,telefono fuera de formato (no son 8 digitos),87215508-0755,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5565-5011,1
TELEFONO,telefono fuera de formato (no son 8 digitos),787203,1
TELEFONO,telefono fuera de formato (no son 8 digitos),4140069,1
TELEFONO,telefono fuera de formato (no son 8 digitos),3430826,1
TELEFONO,telefono fuera de formato (no son 8 digitos),78719889-42781085-42400974,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7927234,1
TELEFONO,telefono fuera de formato (no son 8 digitos),5899378,1
TELEFONO,telefono fuera de formato (no son 8 digitos),56769964-77663283,1
TELEFONO,telefono fuera de formato (no son 8 digitos),56769964-7766328,1
TELEFONO,telefono fuera de formato (no son 8 digitos),77663283-77663283,1
TELEFONO,telefono fuera de formato (no son 8 digitos),7737457945436421,1
TELEFONO,telefono con mas de un numero en la celda,24328801-24329098,4
TELEFONO,telefono con mas de un numero en la celda,79486433-79480166,4
TELEFONO,telefono con mas de un numero en la celda,"2325732, 2320075, 2307014",3
TELEFONO,telefono con mas de un numero en la celda,"4431414, 3109992",3
TELEFONO,telefono con mas de un numero en la celda,79540830-79540909,3
TELEFONO,telefono con mas de un numero en la celda,78739432-79649696,3
TELEFONO,telefono con mas de un numero en la celda,77648506-45419234-41177068,3
TELEFONO,telefono con mas de un numero en la celda,59396687-50381119,2
TELEFONO,telefono con mas de un numero en la celda,"8441160, 8441331",2
TELEFONO,telefono con mas de un numero en la celda,41724130-00000000,2
TELEFONO,telefono con mas de un numero en la celda,59352245-79438029,2
TELEFONO,telefono con mas de un numero en la celda,79480085-50307050,2
TELEFONO,telefono con mas de un numero en la celda,5944312-5986774,2
TELEFONO,telefono con mas de un numero en la celda,5943821-5960117,2
TELEFONO,telefono con mas de un numero en la celda,78881148-78891068,2
TELEFONO,telefono con mas de un numero en la celda,24493119-24493733,2
TELEFONO,telefono con mas de un numero en la celda,"24314989, 24310955",2
TELEFONO,telefono con mas de un numero en la celda,"66609219, 22305978",2
TELEFONO,telefono con mas de un numero en la celda,2863760-8027980,2
TELEFONO,telefono con mas de un numero en la celda,78393245-78393246,2
TELEFONO,telefono con mas de un numero en la celda,22202870-73,2
TELEFONO,telefono con mas de un numero en la celda,23267252-09442325,2
TELEFONO,telefono con mas de un numero en la celda,53660792-55969273,2
TELEFONO,telefono con mas de un numero en la celda,78887460-55022177,2
TELEFONO,telefono con mas de un numero en la celda,"26725,25763 Y 21568",1
TELEFONO,telefono con mas de un numero en la celda,"251-7968,232-5955",1
TELEFONO,telefono con mas de un numero en la celda,2202869-2202873,1
TELEFONO,telefono con mas de un numero en la celda,"25763,26725 Y 21568",1
TELEFONO,telefono con mas de un numero en la celda,66206263-79420025,1
TELEFONO,telefono con mas de un numero en la celda,"25763, 26725 Y 21568",1
TELEFONO,telefono con mas de un numero en la celda,78392709-78396701-78396702,1
TELEFONO,telefono con mas de un numero en la celda,78391332-78395850-78395997,1
TELEFONO,telefono con mas de un numero en la celda,77238200/58540260,1
TELEFONO,telefono con mas de un numero en la celda,78392156-59881439,1
TELEFONO,telefono con mas de un numero en la celda,79649696-78739432,1
TELEFONO,telefono con mas de un numero en la celda,78208583-78209143,1
TELEFONO,telefono con mas de un numero en la celda,78391288-78392217,1
TELEFONO,telefono con mas de un numero en la celda,22320559-22320560,1
TELEFONO,telefono con mas de un numero en la celda,2320559-2320560,1
TELEFONO,telefono con mas de un numero en la celda,55081344-57089673,1
TELEFONO,telefono con mas de un numero en la celda,4712407-4720315,1
TELEFONO,telefono con mas de un numero en la celda,22517920-22518076,1
TELEFONO,telefono con mas de un numero en la celda,2329664-2500774,1
TELEFONO,telefono con mas de un numero en la celda,2517748-2384159,1
TELEFONO,telefono con mas de un numero en la celda,238-4283/2384284,1
TELEFONO,telefono con mas de un numero en la celda,"238-4425,251-4792",1
TELEFONO,telefono con mas de un numero en la celda,2380864-2500509,1
TELEFONO,telefono con mas de un numero en la celda,"22207754, 22207755",1
TELEFONO,telefono con mas de un numero en la celda,"2868188, 2069210",1
TELEFONO,telefono con mas de un numero en la celda,2220-1723,1
TELEFONO,telefono con mas de un numero en la celda,22327654-22306279,1
TELEFONO,telefono con mas de un numero en la celda,22211863-22211864,1
TELEFONO,telefono con mas de un numero en la celda,232-1011 y 251-6422,1
TELEFONO,telefono con mas de un numero en la celda,2384648-2512449-2514657,1
TELEFONO,telefono con mas de un numero en la celda,23393249-50,1
TELEFONO,telefono con mas de un numero en la celda,4360630-4360637,1
TELEFONO,telefono con mas de un numero en la celda,23605238-54,1
TELEFONO,telefono con mas de un numero en la celda,23680906-5,1
TELEFONO,telefono con mas de un numero en la celda,24731585-24745554,1
TELEFONO,telefono con mas de un numero en la celda,4764442/43/38/30,1
TELEFONO,telefono con mas de un numero en la celda,"332-6696,362-9070,3629060",1
TELEFONO,telefono con mas de un numero en la celda,23667821-22,1
TELEFONO,telefono con mas de un numero en la celda,22692279-23314041,1
TELEFONO,telefono con mas de un numero en la celda,"331-2247,332-4301 FAX 331-2247",1
TELEFONO,telefono con mas de un numero en la celda,23606627-28,1
TELEFONO,telefono con mas de un numero en la celda,24720151-3,1
TELEFONO,telefono con mas de un numero en la celda,24720829-24720004,1
TELEFONO,telefono con mas de un numero en la celda,23680708-23371824,1
TELEFONO,telefono con mas de un numero en la celda,24712775-24405941,1
TELEFONO,telefono con mas de un numero en la celda,"24712442, 24404722",1
TELEFONO,telefono con mas de un numero en la celda,22560465-22560465,1
TELEFONO,telefono con mas de un numero en la celda,3680708-3371824,1
TELEFONO,telefono con mas de un numero en la celda,5972296-5926180,1
TELEFONO,telefono con mas de un numero en la celda,24712407-24720315,1
TELEFONO,telefono con mas de un numero en la celda,"2892091,2890382",1
TELEFONO,telefono con mas de un numero en la celda,22791315-16,1
TELEFONO,telefono con mas de un numero en la celda,22894824-22881328,1
TELEFONO,telefono con mas de un numero en la celda,22321385-22323734,1
TELEFONO,telefono con mas de un numero en la celda,"24355424, 24314311",1
TELEFONO,telefono con mas de un numero en la celda,4738493-4739588,1
TELEFONO,telefono con mas de un numero en la celda,"4739888, 4738983",1
TELEFONO,telefono con mas de un numero en la celda,"4751244, 4751249",1
TELEFONO,telefono con mas de un numero en la celda,24392740-24392745-24311017,1
TELEFONO,telefono con mas de un numero en la celda,439990 ESTX. 225-250,1
TELEFONO,telefono con mas de un numero en la celda,"2541037, 2541191",1
TELEFONO,telefono con mas de un numero en la celda,"2532566,2329566",1
TELEFONO,telefono con mas de un numero en la celda,24796595-96,1
TELEFONO,telefono con mas de un numero en la celda,22898990-22868990,1
TELEFONO,telefono con mas de un numero en la celda,66420121-66420111,1
TELEFONO,telefono con mas de un numero en la celda,23661344-23661600,1
TELEFONO,telefono con mas de un numero en la celda,52187388-47698840,1
TELEFONO,telefono con mas de un numero en la celda,78803107-78803096,1
TELEFONO,telefono con mas de un numero en la celda,78895329-78895332,1
TELEFONO,telefono con mas de un numero en la celda,78880429-78880419,1
TELEFONO,telefono con mas de un numero en la celda,22868188-52069210,1
TELEFONO,telefono con mas de un numero en la celda,41349750-54182377,1
TELEFONO,telefono con mas de un numero en la celda,79252112-79253509,1
TELEFONO,telefono con mas de un numero en la celda,54937809-53096866,1
TELEFONO,telefono con mas de un numero en la celda,"22852203, 22852205",1
TELEFONO,telefono con mas de un numero en la celda,2981765-4831240,1
TELEFONO,telefono con mas de un numero en la celda,"5987951, 3088873",1
TELEFONO,telefono con mas de un numero en la celda,"55987951, 53088873",1
TELEFONO,telefono con mas de un numero en la celda,66302972-57250943-55017662,1
TELEFONO,telefono con mas de un numero en la celda,24431649-24431650,1
TELEFONO,telefono con mas de un numero en la celda,24314989-24310955,1
TELEFONO,telefono con mas de un numero en la celda,50160791-54845435,1
TELEFONO,telefono con mas de un numero en la celda,66313297-58964749,1
TELEFONO,telefono con mas de un numero en la celda,66771152-56,1
TELEFONO,telefono con mas de un numero en la celda,66330748-52179627,1
TELEFONO,telefono con mas de un numero en la celda,66532206-66353256,1
TELEFONO,telefono con mas de un numero en la celda,66355887-66312603,1
TELEFONO,telefono con mas de un numero en la celda,66596063-66357276,1
TELEFONO,telefono con mas de un numero en la celda,"66593584, 53062816",1
TELEFONO,telefono con mas de un numero en la celda,24831196-97,1
TELEFONO,telefono con mas de un numero en la celda,2485-4989,1
TELEFONO,telefono con mas de un numero en la celda,24854408-24854398,1
TELEFONO,telefono con mas de un numero en la celda,24333306-24342926,1
TELEFONO,telefono con mas de un numero en la celda,24366554-55,1
TELEFONO,telefono con mas de un numero en la celda,79524680-59864686,1
TELEFONO,telefono con mas de un numero en la celda,79484391-41051885,1
TELEFONO,telefono con mas de un numero en la celda,77660002-53495743,1
TELEFONO,telefono con mas de un numero en la celda,7660201-7660149,1
TELEFONO,telefono con mas de un numero en la celda,77632533-77632581,1
TELEFONO,telefono con mas de un numero en la celda,31089418-53230377,1
TELEFONO,telefono con mas de un numero en la celda,56253613-78209540,1
TELEFONO,telefono con mas de un numero en la celda,52936124-79481614,1
TELEFONO,telefono con mas de un numero en la celda,79479407-77566525,1
TELEFONO,telefono con mas de un numero en la celda,79224958-79223033,1
TELEFONO,telefono con mas de un numero en la celda,31193946-46843572,1
TELEFONO,telefono con mas de un numero en la celda,7631022-7615248,1
TELEFONO,telefono con mas de un numero en la celda,7674631-7635139,1
TELEFONO,telefono con mas de un numero en la celda,57362216-79476691,1
TELEFONO,telefono con mas de un numero en la celda,79480009-2018,1
TELEFONO,telefono con mas de un numero en la celda,53886336-53886336,1
TELEFONO,telefono con mas de un numero en la celda,78322410-78323310,1
TELEFONO,telefono con mas de un numero en la celda,"7618119, 7619218",1
TELEFONO,telefono con mas de un numero en la celda,77635371-31281299,1
TELEFONO,telefono con mas de un numero en la celda,78326590-40441097,1
TELEFONO,telefono con mas de un numero en la celda,"78320432, 78327352",1
TELEFONO,telefono con mas de un numero en la celda,52660000-78323083,1
TELEFONO,telefono con mas de un numero en la celda,77609431-53012737,1
TELEFONO,telefono con mas de un numero en la celda,78325262-78321201,1
TELEFONO,telefono con mas de un numero en la celda,78850105-53334877,1
TELEFONO,telefono con mas de un numero en la celda,77621113-77621019,1
TELEFONO,telefono con mas de un numero en la celda,5565-5011,1
TELEFONO,telefono con mas de un numero en la celda,87215508-0755,1
TELEFONO,telefono con mas de un numero en la celda,78719889-42781085-42400974,1
TELEFONO,telefono con mas de un numero en la celda,56769964-77663283,1
TELEFONO,telefono con mas de un numero en la celda,56769964-7766328,1
TELEFONO,telefono con mas de un numero en la celda,77663283-77663283,1
SUPERVISOR,espacios al inicio o final, ISAAC ESCOBAR,14
SUPERVISOR,espacios al inicio o final, RODOLFO MEDINA,11
SUPERVISOR,espacios al inicio o final, BAYRON ROLANDO,4
SUPERVISOR,espacios al inicio o final, EDUARDO YALIBAT,2
SUPERVISOR,espacios multiples internos,AMADO  SALOMON FLORES PEREZ,36
SUPERVISOR,espacios multiples internos,CELESTINA  ARLETTY HERNÁNDEZ AGUILAR,18
SUPERVISOR,espacios multiples internos,AROLDO  ROMEO DOMINGO  TOMÁS,13
SUPERVISOR,espacios multiples internos,JOSÉ  DE JESÚS CAMPOSECO MÉNDOZA,7
SUPERVISOR,espacios multiples internos,SIMEON  JACOBO PEREZ DOMINGO,6
SUPERVISOR,espacios multiples internos,"AMALIA ESTER LIX  SOCOP  DE CHUY,",4
SUPERVISOR,espacios multiples internos,MARTA ELIDA CARIAS HERNANDEZ  DE GARCIA,4
SUPERVISOR,espacios multiples internos,GLADÍS  ARACELY SIMÓN FRANCISCO,4
SUPERVISOR,espacios multiples internos,NAPOLEON FERNANDO XUC  COC,3
SUPERVISOR,espacios multiples internos,CLAUDIA  LUCRECIA ROSALES PECHE,3
SUPERVISOR,espacios multiples internos,JENNIFER MICHEL RIVERA  AGUILAR,2
SUPERVISOR,espacios multiples internos,RODERICO DE LA CRUZ  ICAL,2
SUPERVISOR,caracteres invisibles,"AMALIA ESTER LIX  SOCOP  DE CHUY,",4
SUPERVISOR,caracteres sospechosos o mojibake,EDGAR ROLANDO JUÁREZ ORTÌZ,3
SUPERVISOR,caracteres sospechosos o mojibake,ELMER ROLANDO REVOLORIO MARROQUÌN,1
SUPERVISOR,puntuacion sobrante al inicio o final,ENMA ELIZABETH GONZÁLEZ FAJARDO DE QUIÑONEZ.,15
SUPERVISOR,puntuacion sobrante al inicio o final,MABELLINE DAHAN ALDANA RODAS DE PINZON.,6
SUPERVISOR,puntuacion sobrante al inicio o final,"AMALIA ESTER LIX  SOCOP  DE CHUY,",4
SUPERVISOR,centinela de dato ausente,---------------------------- ----------------------------------,3
SUPERVISOR,categoria duplicada por escritura,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,166
SUPERVISOR,categoria duplicada por escritura,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,45
SUPERVISOR,categoria duplicada por escritura,JUAN ENRIQUE MARTÍNEZ SOLANO,39
SUPERVISOR,categoria duplicada por escritura,AMADO  SALOMON FLORES PEREZ,36
SUPERVISOR,categoria duplicada por escritura,IXMUCANÉ ALDANA VILLAVICENCIO,30
SUPERVISOR,categoria duplicada por escritura,JUVENTINO PÉREZ SICÁN,24
SUPERVISOR,categoria duplicada por escritura,ROSALBINA SISIMIT PEREN DE SOCOP,23
SUPERVISOR,categoria duplicada por escritura,NORMA ARACELY PALOMO FRANCO DE DIAZ,22
SUPERVISOR,categoria duplicada por escritura,WILSON RANFERÍ SIGÚENZA LÓPEZ,19
SUPERVISOR,categoria duplicada por escritura,MARÍA ROSALBA OVALLE CARCUS DE MAXIÁ,18
SUPERVISOR,categoria duplicada por escritura,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,17
SUPERVISOR,categoria duplicada por escritura,JUAN FRANCISCO GODOY DÁVILA,15
SUPERVISOR,categoria duplicada por escritura,JUAN WALDEMAR CABRERA MÉNDEZ,15
SUPERVISOR,categoria duplicada por escritura,HELIUV EDILZAR VÁSQUEZ NAVARRO,14
SUPERVISOR,categoria duplicada por escritura,MARIA DEL ROSARIO VARGAS SANDOVAL,14
SUPERVISOR,categoria duplicada por escritura,MARTA LUZ BETETA ORTIZ DE JORDAN,13
SUPERVISOR,categoria duplicada por escritura,ALFREDO NOHELÍ TEMAJ MORALES,12
SUPERVISOR,categoria duplicada por escritura,MIRIAM VERÓNICA GIL QUISQUINAY,12
SUPERVISOR,categoria duplicada por escritura,YAMILET VERSALÍ AGUÍLAR PÉREZ,11
SUPERVISOR,categoria duplicada por escritura,EMILIO RUBÉN CAAL GUALIB,11
SUPERVISOR,categoria duplicada por escritura,IRIS QUETZALÍ ORDOÑEZ TURCIOS,11
SUPERVISOR,categoria duplicada por escritura,MIRIAM DEL CARMEN OROZCO HERNÁNDEZ,11
SUPERVISOR,categoria duplicada por escritura, RODOLFO MEDINA,11
SUPERVISOR,categoria duplicada por escritura,MIGUEL AJPOP VÁSQUEZ,11
SUPERVISOR,categoria duplicada por escritura,JOEL CHANCHO SIRIN,11
SUPERVISOR,categoria duplicada por escritura,HUGO WILFREDO VARGAS CHACÓN,10
SUPERVISOR,categoria duplicada por escritura,MILTON ALONSO ÁLVAREZ FUENTES,10
SUPERVISOR,categoria duplicada por escritura,RENÉ SAZO NAVICHOQUE,10
SUPERVISOR,categoria duplicada por escritura,MARTHA SUSANA ROBLES CHÁVEZ,10
SUPERVISOR,categoria duplicada por escritura,MIGDALIA AZUCENA LOARCA CRUZ,9
SUPERVISOR,categoria duplicada por escritura,ROSA MELIÁ ROQUE COLINDRES,9
SUPERVISOR,categoria duplicada por escritura,GRELDER ARCELI AGUILAR ÁVILA,9
SUPERVISOR,categoria duplicada por escritura,LILIANA MARINA FLORES JIMÉNEZ,9
SUPERVISOR,categoria duplicada por escritura,DINA RUBI GONZALEZ DE LEON,9
SUPERVISOR,categoria duplicada por escritura,ARNULFO EFRAIN GOMEZ CHAY,9
SUPERVISOR,categoria duplicada por escritura,ISRAEL PORTILLO HERNANDEZ,8
SUPERVISOR,categoria duplicada por escritura,LANDELINO CRÚZ GARCÍA,8
SUPERVISOR,categoria duplicada por escritura,JOSE ASCENCIÓN CORTEZ ISMALEJ,8
SUPERVISOR,categoria duplicada por escritura,JORGE EDUARDO PAQUE LÁZARO,8
SUPERVISOR,categoria duplicada por escritura,FIDEL OMAR HERNÁNDEZ RAMIREZ,8
SUPERVISOR,categoria duplicada por escritura,TELMA ENRIQUETA GRAJEDA MARTÍNEZ,8
SUPERVISOR,categoria duplicada por escritura,BENIGNO ISAIAS DE LEON OROZCO,8
