CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
15-08-0333-41,15-08-0920,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,ALDEA MATUCUY II,40121283,GUILLERMO GAUDENCIO GARCIA AC,IRIS HANEYRA CATALÁN HERNÁNDEZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0334-41,15-08-0921,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,ALDEA LA PINADA,39226519,MAURO COY JÁ,NORMAGDA KARINA GARCÍA QUIROA,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0335-41,,BAJA VERAPAZ,PURULHA,COPB ANEXO A ESCUELA RURAL MIXTA,CASERIO TRES CRUCES,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0354-43,15-08-0921,BAJA VERAPAZ,PURULHA,EORM,CASERIO OREJUELA,53353101,MAURO COY JÁ,LESLIE NOEMI CÓ OCH,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0355-43,15-08-0919,BAJA VERAPAZ,PURULHA,EORM,CASERIO RIBACO,46810624,FELIX ISAAC PAAU TORRES,MARIO RENE LEM,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0356-43,15-08-0920,BAJA VERAPAZ,PURULHA,EORM,ALDEA MATUCUY II,46644602,GUILLERMO GAUDENCIO GARCIA AC,ALEKSEI BORIS JUÁREZ LÓPEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0357-43,15-08-0920,BAJA VERAPAZ,PURULHA,EORM,ALDEA LA PINADA,30112658,GUILLERMO GAUDENCIO GARCIA AC,ELSA AMAPOLA VEGA ARÉVALO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0358-43,15-08-0918,BAJA VERAPAZ,PURULHA,EORM,CASERIO LA CRUZ II,37437263,CELESTINO CAHUEC CHÚN,LESVIA MARITZA ISÉM TÚN,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0359-43,15-08-0921,BAJA VERAPAZ,PURULHA,EORM,CASERIO EL JUTE,49984649,MAURO COY JÁ,CARMELO  CUXÚN MORENTE,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0671-41,,BAJA VERAPAZ,PURULHA,EORM,CASERIO PANTIN ALDEA PANIMA,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0688-41,15-08-0917,BAJA VERAPAZ,PURULHA,COPB ANEXO A EORM,FINCA BREMEN PANZAL,44867349,JOEL ESTUARDO CAP LOPEZ,REINA IZABEL CHOCÓ PÉREZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0692-43,15-08-0917,BAJA VERAPAZ,PURULHA,EORM,FINCA BREMEN PANZAL,33329961,JOEL ESTUARDO CAP LOPEZ,BAUDILIO  IQUÍ QUEJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-0765-41,,BAJA VERAPAZ,PURULHA,EORM,CASERIO EL COMUNAL,,,,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1160-41,15-08-0917,BAJA VERAPAZ,PURULHA,COPB ANEXO EORM,ALDEA PANIMÁ,39316840,JOEL ESTUARDO CAP LOPEZ,ESDER YOBANI MACZ CHÚN,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1248-43,15-08-0920,BAJA VERAPAZ,PURULHA,EORM,COMUNIDAD SACSAMANI PANALBARDA,51795462,GUILLERMO GAUDENCIO GARCIA AC,EUSEBIO  CHÚN ICHICH,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1249-43,15-08-0919,BAJA VERAPAZ,PURULHA,EORM,CASERÍO CENTRO HELVETIA,55814262,FELIX ISAAC PAAU TORRES,RODRIGO  IQUÍ AC,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1250-43,15-08-0919,BAJA VERAPAZ,PURULHA,EORM,ALDEA JALAUTÉ,48182928,FELIX ISAAC PAAU TORRES,JULIO ROBERTO POP JÁ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1251-43,15-08-0919,BAJA VERAPAZ,PURULHA,EORM,CASERÍO CENTRO PANCHISIVIC,30781361,FELIX ISAAC PAAU TORRES,ANA PATRICIA GARCIA GONZALEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1252-43,,BAJA VERAPAZ,PURULHA,EORM,COMUNIDAD JALAUTE CEMENTERIO,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1263-42,15-08-0918,BAJA VERAPAZ,PURULHA,EODP ANEXA A ESCUELA OFICIAL RURAL MIXTA,CASERIO LA CRUZ II,31503695,CELESTINO CAHUEC CHÚN,MIRLA ROXANA MOLINEROS LOPEZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1264-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO LA CRUZ II,,,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1292-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO EBEN EZER,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1307-43,,BAJA VERAPAZ,PURULHA,EORM,ALDEA VEGA LARGA I,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1308-43,,BAJA VERAPAZ,PURULHA,EORM,CRUCERO WESFALIA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1312-43,,BAJA VERAPAZ,PURULHA,EORM,ALDEA SINAJA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1313-43,,BAJA VERAPAZ,PURULHA,EORM,ALDEA MONTE BLANCO II,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1314-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO XOMBOL,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1315-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO CUCHILLA DEL NOGAL,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1316-43,,BAJA VERAPAZ,PURULHA,EORM,COMUNIDAD LAS FLORES,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1317-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO CHANTEL CHICOY,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1318-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO VEGA II,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1319-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO PANCALA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1320-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO MOSHANTE,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1321-43,,BAJA VERAPAZ,PURULHA,EORM,"CASERIO CHACALTE JABALI, ALDEA CUMBRE",,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1322-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO PANCHISIVIC,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1323-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO EL CARMEN,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1324-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO MULULHA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1325-43,,BAJA VERAPAZ,PURULHA,EORM,ALDEA MONTE BLANCO I,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1359-41,15-08-0917,BAJA VERAPAZ,PURULHA,COPB ANEXO EORM,CASERIO OREJUELA,33296065,JOEL ESTUARDO CAP LOPEZ,MILDRED MISHEL CUXÚN LÓPEZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1375-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO BETANIA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1376-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO PARRACHOC II,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1377-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO SUQUINAY II,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1378-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO PORTEZUELO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1379-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO OLIMPIA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1380-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO SUCURSAL CHICOJ PANCHISIVIC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1381-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO MONJAS PANIMAQUITO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1382-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO EL CHORRO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1383-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO CONCEPCION EL ESPINERO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1384-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO SACHOXA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1408-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,"CASERIO EL ZARZALITO, ALDEA AGUA CALIENTE",,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1414-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO PANCALA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1415-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO CEMENTERIO PANCHISIUIC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1416-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO VEGA LARGA I,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1417-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,ALDEA CUMBRE CHACALTE JABALI,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1418-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO MULULHA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1419-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD JALAUTE CEMENTERIO,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1420-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD CHANTEL CHICOY,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1421-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO MOSHANTE,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1422-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,ALDEA CHACALTE SINAJA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1423-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO CUCHILLA DEL NOGAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1424-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO EBEN EZER,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1425-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO COOPERATIVA CUMBRE SACSAMAMI,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1426-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO XOMBAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1427-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD EL CARMEN,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1428-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,ALDEA VEGA LARGA II,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1429-43,,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,COMUNIDAD LAS FLORES,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1430-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,ALDEA MONTE BLANCO I,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1431-43,26-010,BAJA VERAPAZ,PURULHA,EDAC - PRONADE -,CASERIO CRUCERO WESTFALIA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1470-43,,BAJA VERAPAZ,PURULHA,EORM,CASERIO EL DURAZNO,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1496-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,FINCA CHEJEL,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1497-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EL PACAYAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1498-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO MESCAL,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1499-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,ALDEA MOCOHAN II,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1500-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CACAJA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1501-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO SAN JOSE PANCAJOC,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1502-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,FINCA ATENAS,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1503-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,FINCA MONTEVERDE,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1504-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EL REPOLLAL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1505-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO MONTE VERDE,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1506-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CHEJEL,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1507-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO ESPERANZA WESTFALIA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1508-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CRUCERO HELVETIA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1523-43,,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO PANALBARDA,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1527-43,15-08-0916,BAJA VERAPAZ,PURULHA,EOUM JOSE MARIA BONILLA RUANO,BARRIO EL CENTRO,41557920,PEDRO ARMANDO CASTRO CHOCÓ,JOSÉ ANGEL ALVARADO ROMÁN,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1536-43,15-08-0918,BAJA VERAPAZ,PURULHA,EORM,ALDEA MOCOHAN,58410389,CELESTINO CAHUEC CHÚN,MARVIN GEOVANY SIQUIC,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1556-43,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO ESQUIPULAS LA PINADA,,PROYECTO SERVIEDUCA,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1567-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,ALDEA CHACALTE SINAJA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1568-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO COOPERATIVA CUMBRE SACSAMANI,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1570-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CRUCERO WESTFALIA,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1571-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO CUCHILLA DEL NOGAL,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1572-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO EBEN EZER,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1573-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE- ANEXA,CASERIO EL CHORRO,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-08-1574-42,26-010,BAJA VERAPAZ,PURULHA,EDAC -PRONADE-,CASERIO VEGA LARGA I,,PROYECTO SERVIEDUCA,,PARVULOS,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
